Wvlgth nm,Global tilt W*m-2*nm-1
687.663,442.44
688.001,335.7
688.338,343.15
688.676,320.81
689.014,367.97
689.352,390.31
689.69,395.28
690.027,345.63
690.365,288.54
690.702,417.61
691.04,333.22
691.377,345.63
691.715,385.35
692.052,363.01
692.389,273.65
692.726,305.92
693.064,345.63
693.401,345.63
693.738,266.21
694.075,390.31
694.412,350.6
694.749,330.74
695.086,340.67
695.423,425.06
695.759,338.19
696.096,318.33
696.433,367.97
696.769,407.69
697.106,330.74
697.443,367.97
697.779,323.29
698.116,457.33
698.452,363.01
698.788,367.97
699.125,407.69
699.461,415.13
699.797,303.44
700.133,335.7
700.469,392.79
700.805,303.44
701.141,325.78
701.477,330.74
701.813,380.38
702.149,320.81
702.485,345.63
702.82,360.53
703.156,372.94
703.492,372.94
703.827,367.97
704.163,425.06
704.498,372.94
704.834,375.42
705.169,400.24
705.505,363.01
705.84,320.81
706.175,320.81
706.51,305.92
706.845,372.94
707.18,430.02
707.515,328.26
707.85,333.22
708.185,365.49
708.52,345.63
708.855,358.04
709.19,308.4
709.525,340.67
709.859,350.6
710.194,335.7
710.529,367.97
710.863,283.58
711.198,343.15
711.532,422.58
711.866,434.99
712.201,288.54
712.535,380.38
712.869,335.7
713.203,439.95
713.537,365.49
713.872,353.08
714.206,338.19
714.54,325.78
714.873,358.04
715.207,365.49
715.541,350.6
715.875,338.19
716.209,420.1
716.542,338.19
716.876,330.74
717.21,372.94
717.543,328.26
717.877,283.58
718.21,358.04
718.543,382.86
718.877,390.31
719.21,273.65
719.543,380.38
719.876,387.83
720.209,315.85
720.542,303.44
720.875,320.81
721.208,402.72
721.541,372.94
721.874,395.28
722.207,350.6
722.54,397.76
722.872,330.74
723.205,355.56
723.538,410.17
723.87,323.29
724.203,323.29
724.535,348.12
724.868,325.78
725.2,437.47
725.532,291.03
725.865,390.31
726.197,417.61
726.529,390.31
726.861,308.4
727.193,442.44
727.525,343.15
727.857,298.47
728.189,363.01
728.521,392.79
728.853,365.49
729.184,360.53
729.516,338.19
729.848,320.81
730.179,330.74
730.511,370.45
730.842,293.51
731.174,407.69
731.505,372.94
731.836,293.51
732.168,412.65
732.499,370.45
732.83,323.29
733.161,400.24
733.492,295.99
733.823,256.28
734.154,263.72
734.485,350.6
734.816,387.83
735.147,325.78
735.478,325.78
735.808,335.7
736.139,397.76
736.47,318.33
736.8,330.74
737.131,380.38
737.461,355.56
737.792,323.29
738.122,348.12
738.452,372.94
738.782,328.26
739.113,355.56
739.443,340.67
739.773,348.12
740.103,295.99
740.433,338.19
740.763,310.88
741.093,382.86
741.423,367.97
741.752,291.03
742.082,358.04
742.412,392.79
742.742,330.74
743.071,407.69
743.401,328.26
743.73,377.9
744.06,281.1
744.389,382.86
744.718,437.47
745.048,348.12
745.377,382.86
745.706,333.22
746.035,330.74
746.364,328.26
746.693,407.69
747.022,375.42
747.351,385.35
747.68,392.79
748.009,363.01
748.338,343.15
748.666,355.56
748.995,286.06
749.323,350.6
749.652,320.81
749.981,375.42
750.309,405.2
750.637,330.74
750.966,333.22
751.294,372.94
751.622,350.6
751.95,335.7
752.279,363.01
752.607,385.35
752.935,370.45
753.263,343.15
753.591,281.1
753.919,360.53
754.246,320.81
754.574,397.76
754.902,370.45
755.23,412.65
755.557,313.37
755.885,343.15
756.212,363.01
756.54,348.12
756.867,439.95
757.195,305.92
757.522,380.38
757.849,335.7
758.176,382.86
758.503,363.01
758.831,325.78
759.158,363.01
759.485,405.2
759.812,340.67
760.138,370.45
760.465,266.21
760.792,350.6
761.119,345.63
761.446,318.33
761.772,363.01
762.099,335.7
762.425,318.33
762.752,350.6
763.078,338.19
763.405,295.99
763.731,281.1
764.057,338.19
764.383,422.58
764.71,333.22
765.036,400.24
765.362,353.08
765.688,328.26
766.014,286.06
766.34,325.78
766.665,392.79
766.991,410.17
767.317,387.83
767.643,425.06
767.968,365.49
768.294,320.81
768.619,407.69
768.945,328.26
769.27,355.56
769.596,335.7
769.921,377.9
770.246,328.26
770.572,417.61
770.897,474.7
771.222,295.99
771.547,372.94
771.872,417.61
772.197,333.22
772.522,434.99
772.847,350.6
773.171,281.1
773.496,343.15
773.821,370.45
774.146,320.81
774.47,367.97
774.795,372.94
775.119,400.24
775.444,382.86
775.768,358.04
776.092,328.26
776.417,291.03
776.741,367.97
777.065,365.49
777.389,338.19
777.713,288.54
778.037,298.47
778.361,367.97
778.685,320.81
779.009,318.33
779.333,353.08
779.657,363.01
779.98,372.94
780.304,387.83
780.627,323.29
780.951,375.42
781.274,375.42
781.598,261.24
781.921,288.54
782.245,315.85
782.568,350.6
782.891,390.31
783.214,343.15
783.537,358.04
783.861,266.21
784.184,407.69
784.506,293.51
784.829,385.35
785.152,308.4
785.475,365.49
785.798,363.01
786.12,266.21
786.443,360.53
786.766,367.97
787.088,390.31
787.411,340.67
787.733,305.92
788.056,382.86
788.378,328.26
788.7,318.33
789.022,338.19
789.345,276.13
789.667,256.28
789.989,333.22
790.311,303.44
790.633,343.15
790.955,281.1
791.276,330.74
791.598,340.67
791.92,345.63
792.242,375.42
792.563,273.65
792.885,343.15
793.206,308.4
793.528,360.53
793.849,350.6
794.171,340.67
794.492,325.78
794.813,348.12
795.134,318.33
795.456,323.29
795.777,348.12
796.098,380.38
796.419,358.04
796.74,318.33
797.061,320.81
797.381,333.22
797.702,422.58
798.023,387.83
798.344,397.76
798.664,377.9
798.985,400.24
799.305,281.1
799.626,308.4
799.946,363.01
800.267,298.47
800.587,387.83
800.907,328.26
801.227,402.72
801.548,320.81
801.868,382.86
802.188,353.08
802.508,343.15
802.828,335.7
803.147,363.01
803.467,360.53
803.787,325.78
804.107,385.35
804.426,320.81
804.746,350.6
805.066,293.51
805.385,330.74
805.705,410.17
806.024,353.08
806.343,353.08
806.663,335.7
806.982,288.54
807.301,363.01
807.62,355.56
807.939,300.96
808.258,370.45
808.577,382.86
808.896,360.53
809.215,375.42
809.534,308.4
809.852,313.37
810.171,315.85
810.49,298.47
810.808,325.78
811.127,293.51
811.445,345.63
811.764,360.53
812.082,402.72
812.401,365.49
812.719,434.99
813.037,355.56
813.355,338.19
813.673,449.88
813.991,300.96
814.309,365.49
814.627,315.85
814.945,422.58
815.263,328.26
815.581,303.44
815.899,305.92
816.216,360.53
816.534,400.24
816.851,278.62
817.169,295.99
817.486,256.28
817.804,273.65
818.121,283.58
818.438,367.97
818.756,370.45
819.073,375.42
819.39,375.42
819.707,380.38
820.024,313.37
820.341,298.47
820.658,271.17
820.975,310.88
821.292,328.26
821.608,340.67
821.925,348.12
822.242,258.76
822.558,402.72
822.875,303.44
823.191,372.94
823.508,387.83
823.824,308.4
824.141,390.31
824.457,310.88
824.773,390.31
825.089,343.15
825.405,318.33
825.721,268.69
826.037,382.86
826.353,348.12
826.669,325.78
826.985,303.44
827.301,367.97
827.617,315.85
827.932,328.26
828.248,365.49
828.563,315.85
828.879,343.15
829.194,335.7
829.51,288.54
829.825,410.17
830.14,310.88
830.456,390.31
830.771,380.38
831.086,407.69
831.401,372.94
831.716,372.94
832.031,288.54
832.346,293.51
832.661,313.37
832.976,325.78
833.29,365.49
833.605,318.33
833.92,305.92
834.234,305.92
834.549,345.63
834.863,360.53
835.178,338.19
835.492,315.85
835.806,330.74
836.121,405.2
836.435,358.04
836.749,348.12
837.063,320.81
837.377,402.72
837.691,385.35
