Wvlgth nm,Global tilt W*m-2*nm-1
817.169,408
817.486,328.57
817.804,291.34
818.121,427.85
818.438,358.35
818.756,318.64
819.073,363.32
819.39,343.46
819.707,293.82
820.024,338.5
820.341,358.35
820.658,410.48
820.975,321.12
821.292,345.94
821.608,348.43
821.925,338.5
822.242,298.78
822.558,333.53
822.875,306.23
823.191,323.6
823.508,353.39
823.824,393.1
824.141,390.62
824.457,375.73
824.773,365.8
825.089,326.09
825.405,375.73
825.721,353.39
826.037,251.62
826.353,340.98
826.669,390.62
826.985,350.91
827.301,370.76
827.617,288.85
827.932,303.75
828.248,259.07
828.563,383.17
828.879,293.82
829.194,338.5
829.51,370.76
829.825,358.35
830.14,350.91
830.456,336.01
830.771,432.82
831.086,348.43
831.401,353.39
831.716,264.03
832.031,340.98
832.346,286.37
832.661,363.32
832.976,360.84
833.29,301.27
833.605,368.28
833.92,256.59
834.234,316.16
834.549,383.17
834.863,338.5
835.178,353.39
835.492,331.05
835.806,355.87
836.121,375.73
836.435,318.64
836.749,410.48
837.063,323.6
837.377,291.34
837.691,350.91
838.005,244.18
838.319,373.25
838.633,306.23
838.946,313.68
839.26,343.46
839.574,286.37
839.887,345.94
840.201,321.12
840.514,311.19
840.828,390.62
841.141,311.19
841.455,370.76
841.768,338.5
842.081,323.6
842.394,269
842.707,259.07
843.02,234.25
843.333,383.17
843.646,281.41
843.959,303.75
844.272,313.68
844.585,316.16
844.898,306.23
845.21,338.5
845.523,331.05
845.835,316.16
846.148,355.87
846.46,365.8
846.773,403.03
847.085,368.28
847.397,321.12
847.71,360.84
848.022,445.23
848.334,276.44
848.646,323.6
848.958,378.21
849.27,293.82
849.582,345.94
849.894,385.66
850.205,350.91
850.517,343.46
850.829,345.94
851.141,345.94
851.452,311.19
851.764,323.6
852.075,261.55
852.386,331.05
852.698,296.3
853.009,368.28
853.32,331.05
853.632,323.6
853.943,259.07
854.254,390.62
854.565,427.85
854.876,368.28
855.187,321.12
855.497,378.21
855.808,288.85
856.119,313.68
856.43,313.68
856.74,368.28
857.051,338.5
857.361,363.32
857.672,286.37
857.982,331.05
858.293,348.43
858.603,333.53
858.913,331.05
859.223,306.23
859.533,333.53
859.844,333.53
860.154,286.37
860.464,303.75
860.773,365.8
861.083,365.8
861.393,311.19
861.703,336.01
862.013,375.73
862.322,326.09
862.632,286.37
862.941,288.85
863.251,301.27
863.56,286.37
863.869,291.34
864.179,316.16
864.488,338.5
864.797,273.96
865.106,360.84
865.415,343.46
865.724,326.09
866.033,298.78
866.342,306.23
866.651,278.93
866.96,296.3
867.269,316.16
867.577,373.25
867.886,316.16
868.195,308.71
868.503,326.09
868.812,345.94
869.12,370.76
869.428,296.3
869.737,298.78
870.045,271.48
870.353,306.23
870.661,403.03
870.969,321.12
871.277,308.71
871.585,338.5
871.893,331.05
872.201,311.19
872.509,343.46
872.817,353.39
873.124,363.32
873.432,417.92
873.739,388.14
874.047,405.51
874.354,311.19
874.662,345.94
874.969,348.43
875.276,343.46
875.584,276.44
875.891,323.6
876.198,336.01
876.505,298.78
876.812,355.87
877.119,316.16
877.426,370.76
877.733,316.16
878.04,348.43
878.346,350.91
878.653,355.87
878.96,353.39
879.266,291.34
879.573,288.85
879.879,318.64
880.185,311.19
880.492,360.84
880.798,363.32
881.104,373.25
881.411,348.43
881.717,348.43
882.023,388.14
882.329,345.94
882.635,321.12
882.941,283.89
883.246,368.28
883.552,323.6
883.858,385.66
884.164,323.6
884.469,306.23
884.775,328.57
885.08,365.8
885.386,336.01
885.691,321.12
885.996,256.59
886.302,269
886.607,360.84
886.912,345.94
887.217,293.82
887.522,311.19
887.827,358.35
888.132,313.68
888.437,380.69
888.742,271.48
889.046,259.07
889.351,403.03
889.656,281.41
889.96,378.21
890.265,358.35
890.569,343.46
890.874,321.12
891.178,323.6
891.483,308.71
891.787,303.75
892.091,395.59
892.395,333.53
892.699,355.87
893.003,358.35
893.307,345.94
893.611,326.09
893.915,331.05
894.219,316.16
894.523,288.85
894.826,395.59
895.13,355.87
895.433,353.39
895.737,321.12
896.04,368.28
896.344,345.94
896.647,306.23
896.95,321.12
897.254,338.5
897.557,273.96
897.86,340.98
898.163,261.55
898.466,417.92
898.769,293.82
899.072,321.12
899.375,373.25
899.677,348.43
899.98,383.17
900.283,336.01
900.585,333.53
900.888,395.59
901.191,368.28
901.493,261.55
901.795,345.94
902.098,400.55
902.4,301.27
902.702,308.71
903.004,333.53
903.306,350.91
903.608,323.6
903.91,368.28
904.212,383.17
904.514,355.87
904.816,403.03
905.118,360.84
905.42,318.64
905.721,375.73
906.023,311.19
906.324,350.91
906.626,368.28
906.927,343.46
907.228,350.91
907.53,283.89
907.831,348.43
908.132,308.71
908.433,415.44
908.734,323.6
909.035,276.44
909.336,378.21
909.637,318.64
909.938,296.3
910.239,321.12
910.54,251.62
910.84,348.43
911.141,343.46
911.441,321.12
911.742,288.85
912.042,308.71
912.343,333.53
912.643,306.23
912.943,393.1
913.244,308.71
913.544,328.57
913.844,336.01
914.144,321.12
914.444,331.05
914.744,323.6
915.044,412.96
915.343,331.05
915.643,368.28
915.943,378.21
916.243,331.05
916.542,286.37
916.842,264.03
917.141,283.89
917.441,328.57
917.74,278.93
918.039,296.3
918.338,345.94
918.638,420.41
918.937,358.35
919.236,298.78
919.535,281.41
919.834,241.69
920.133,378.21
920.431,373.25
920.73,293.82
921.029,343.46
921.328,283.89
921.626,308.71
921.925,415.44
922.223,410.48
922.522,360.84
922.82,365.8
923.118,358.35
923.417,301.27
923.715,338.5
924.013,308.71
924.311,350.91
924.609,383.17
924.907,358.35
925.205,353.39
925.503,318.64
925.801,338.5
926.098,395.59
926.396,313.68
926.694,316.16
926.991,328.57
927.289,318.64
927.586,360.84
927.884,326.09
928.181,350.91
